INSERT INTO `dede_tagindex` VALUES('1','Logo','Logo','2','13','1','1','14','1743573471','1741830188','1743062448');
INSERT INTO `dede_tagindex` VALUES('72','C4D','C4D','4','9','2','0','9','1744816310','1743913305','1743931625');
INSERT INTO `dede_tagindex` VALUES('73','媒体','媒体','7','1','1','1','1','1743914065','1743914065','1743914065');
INSERT INTO `dede_tagindex` VALUES('74','开发','开发','7','9','4','6','9','1744949714','1744275934','1744887072');
INSERT INTO `dede_tagindex` VALUES('75','dede','dede','7','0','4','0','0','1744275934','1744275934','1744887072');
INSERT INTO `dede_tagindex` VALUES('76','织梦','织梦','7','0','4','0','0','1744275934','1744275934','1744887072');
INSERT INTO `dede_tagindex` VALUES('77','cms','cms','7','2','4','2','2','1744275934','1744275934','1744887072');
INSERT INTO `dede_tagindex` VALUES('78','建站','建站','7','0','4','0','0','1744275934','1744275934','1744887072');
INSERT INTO `dede_tagindex` VALUES('79','iconfont','iconfont','7','0','2','0','0','1744275934','1744275934','1744442464');
INSERT INTO `dede_tagindex` VALUES('80','字体','字体','7','0','2','0','0','1744275934','1744275934','1744442464');
INSERT INTO `dede_tagindex` VALUES('81','CSS','CSS','7','0','4','0','0','1744275934','1744275934','1744887072');
INSERT INTO `dede_tagindex` VALUES('82','后台','后台','7','0','4','0','0','1744275934','1744275934','1744887072');
INSERT INTO `dede_tagindex` VALUES('83','php','php','7','0','4','0','0','1744275934','1744275934','1744887072');
INSERT INTO `dede_tagindex` VALUES('84','海报','海报','2','0','3','0','0','1744964833','1744964833','1744965917');
INSERT INTO `dede_tagindex` VALUES('85','节日海报','节日海报','2','0','3','0','0','1744964833','1744964833','1744965917');
